-0.000203, -0.005282, 1.570058, 0.007004, 0.000000, 0.900000,-0.000862,0.000861,0.706845,0.707367
-0.000203, -0.005282, 1.570058, 0.007004, -0.042423, 0.900000,-0.000862,0.000861,0.706845,0.707367
-0.000202, -0.005624, 1.570060, 0.006792, 0.000000, 0.900000,-0.000745,0.000744,0.706846,0.707367
-0.000198, -0.006080, 1.570068, 0.006760, 0.000000, 0.900000,-0.000554,0.000556,0.706849,0.707364
-0.000197, -0.005275, 1.570070, 0.023218, 0.000000, 0.900000,-0.000670,0.000672,0.706850,0.707363
-0.000194, 0.004298, 1.570073, 0.106310, 0.000000, 0.900000,-0.001640,0.001638,0.706849,0.707361
0.000775, 0.199910, 1.567974, 0.436715, -0.155243, 0.400000,-0.007747,0.007928,0.706064,0.708061
0.003021, 0.548759, 1.570683, 0.264358, 9.900024, 0.400000,-0.007178,0.007357,0.707028,0.707110
0.002710, 0.697399, 1.571150, 0.173501, 9.932391, 0.400000,-0.007481,0.007526,0.707192,0.706942
-0.002998, 1.036180, 1.557927, 0.340111, 9.318685, 0.400000,-0.013693,0.013070,0.702424,0.711507
-0.005693, 1.323852, 1.541194, 0.303217, 8.406479, 0.400000,-0.012732,0.012386,0.696460,0.717375
-0.002332, 1.623933, 1.525961, 0.282180, -2.534093, 0.400000,-0.011395,0.011351,0.690994,0.722682
0.008981, 1.933699, 1.516598, 0.305285, -3.094266, 0.400000,-0.012570,0.012720,0.687583,0.725886
0.028291, 2.257602, 1.518840, 0.327477, -2.998116, 0.400000,-0.013671,0.014260,0.688368,0.725093
0.047123, 2.585002, 1.523590, 0.341884, -2.718782, 0.400000,-0.014051,0.014782,0.690077,0.723448
0.065425, 2.928068, 1.529104, 0.354810, 6.319152, 0.400000,-0.014050,0.014865,0.692067,0.721544
0.082054, 3.302282, 1.534326, 0.377439, -50.667350, 0.400000,-0.015005,0.015823,0.693928,0.719714
0.095001, 3.600345, 1.535209, 0.202219, -50.667350, 0.400000,-0.013250,0.012448,0.694310,0.719446
0.126461, 3.793242, 1.586725, 0.244152, -42.144374, 0.400000,-0.012098,0.012613,0.712601,0.701352
0.154885, 4.068781, 1.665635, 0.268168, -41.479013, 0.400000,-0.011106,0.014068,0.739676,0.672724
0.161100, 4.354850, 1.754496, 0.299962, -36.377398, 0.400000,-0.011553,0.014736,0.768801,0.639213
0.133429, 4.659651, 1.834978, 0.299027, -34.142535, 0.400000,-0.013030,0.014016,0.793896,0.607753
