0.000049, -0.009002, 1.571354, 0.012407, 0.000000, 0.900000,-0.002337,0.002336,0.707300,0.706906
0.000049, -0.009002, 1.571354, 0.012407, 0.000000, 0.900000,-0.002337,0.002336,0.707300,0.706906
0.000024, -0.008299, 1.571323, 0.015299, 0.000000, 0.900000,-0.002251,0.002235,0.707289,0.706917
-0.000165, -0.004314, 1.571114, 0.044113, 0.000000, 0.900000,-0.002236,0.002140,0.707216,0.706991
-0.000358, 0.002370, 1.570858, 0.087801, 0.000000, 0.900000,-0.002618,0.002476,0.707124,0.707080
-0.000463, 0.007550, 1.570701, 0.114500, 0.000000, 0.900000,-0.002919,0.002759,0.707068,0.707135
-0.001281, 0.131531, 1.568517, 0.150502, 30.000000, 0.900000,-0.003109,0.002933,0.706294,0.707905
-0.003992, 0.392084, 1.565344, 0.498052, 30.000000, 0.900000,-0.008849,0.007200,0.705140,0.708976
-0.035744, 1.057890, 1.487925, 0.726677, 30.000000, 0.900000,-0.022411,0.014716,0.677090,0.735412
-0.039518, 1.638089, 1.321255, 0.511364, 30.000000, 0.900000,-0.024215,0.015957,0.613557,0.789118
0.096681, 2.289378, 1.148858, 0.675852, 30.000000, 0.900000,-0.026695,0.024850,0.543259,0.838773
0.325549, 2.879541, 1.015558, 0.661970, 30.000000, 0.900000,-0.023103,0.024961,0.486189,0.873191
0.675916, 3.508664, 0.876892, 0.721940, 30.000000, 0.900000,-0.022182,0.026692,0.424544,0.904742
1.100015, 4.058246, 0.742209, 0.666402, 30.000000, 0.900000,-0.018620,0.029782,0.362632,0.931270
1.571889, 4.539231, 0.616017, 0.686834, 29.255073, 0.900000,-0.018827,0.034135,0.303208,0.952127
2.131210, 4.979650, 0.458511, 0.730286, 20.734788, 0.900000,-0.018249,0.036552,0.227429,0.972937
2.783739, 5.329804, 0.306040, 0.749064, 12.236772, 0.900000,-0.014366,0.036364,0.152633,0.987509
3.485073, 5.575137, 0.188650, 0.746268, 5.676393, 0.900000,-0.011467,0.036640,0.094414,0.994792
4.276075, 5.736852, 0.095496, 0.818093, 0.371013, 0.900000,-0.008535,0.042383,0.047963,0.997913
5.039081, 5.813145, 0.039061, 0.723909, -2.984322, 0.900000,-0.005090,0.042635,0.019693,0.998884
5.796465, 5.842110, 0.021460, 0.784413, -4.120887, 0.900000,-0.002576,0.043354,0.010811,0.998998
6.620427, 5.856867, 0.024709, 0.825683, -4.062251, 0.900000,-0.001201,0.043362,0.012371,0.998982
7.478992, 5.873589, 0.041874, 0.804562, -3.195732, 0.900000,-0.000406,0.044062,0.020892,0.998810
8.290877, 5.905456, 0.061613, 0.806596, -2.167289, 0.900000,-0.000615,0.046434,0.030730,0.998448
9.114825, 5.954836, 0.076623, 0.840524, -1.329705, 0.900000,-0.001138,0.047868,0.038225,0.998121
9.906839, 6.013594, 0.088002, 0.835413, -0.666262, 0.900000,-0.001355,0.046832,0.043905,0.997937
10.724047, 6.084611, 0.097230, 0.827662, -0.142529, 0.900000,-0.001626,0.045891,0.048517,0.997766
11.548689, 6.164569, 0.101998, 0.809992, 0.140958, 0.900000,-0.002001,0.046449,0.050905,0.997621
12.351290, 6.245562, 0.104537, 0.796502, 0.294662, 0.900000,-0.002413,0.046718,0.052186,0.997541
13.170414, 6.331609, 0.106273, 0.850231, 0.399097, 0.900000,-0.002460,0.047843,0.053046,0.997442
14.066590, 6.427871, 0.104192, 0.839309, 0.298221, 0.900000,-0.002533,0.047457,0.052017,0.997515
14.876591, 6.512475, 0.102866, 0.817107, 0.225900, 0.900000,-0.002426,0.046643,0.051355,0.997588
15.718819, 6.599805, 0.100454, 0.859661, 0.108265, 0.900000,-0.002563,0.048517,0.050152,0.997559
16.543072, 6.683067, 0.098414, 0.872864, -0.018085, 0.900000,-0.002582,0.049454,0.049134,0.997564
17.469366, 6.774537, 0.096929, 0.878357, -0.105099, 0.900000,-0.002513,0.049682,0.048391,0.997589
18.293895, 6.854452, 0.096811, 0.878992, -0.118904, 0.900000,-0.002457,0.049577,0.048330,0.997597
19.150179, 6.937650, 0.098009, 0.846926, -0.059544, 0.900000,-0.002339,0.048988,0.048923,0.997598
20.043372, 7.025238, 0.099513, 0.851780, 0.023574, 0.900000,-0.002350,0.049296,0.049670,0.997546
20.864551, 7.107180, 0.100543, 0.880585, 0.088232, 0.900000,-0.002434,0.049857,0.050184,0.997492
21.745596, 7.195901, 0.100540, 0.880193, 0.092766, 0.900000,-0.002452,0.049955,0.050183,0.997487
22.624038, 7.284270, 0.101945, 0.887674, 0.165192, 0.900000,-0.002429,0.050442,0.050878,0.997427
23.483080, 7.372687, 0.103103, 0.850117, 0.253130, 0.900000,-0.002498,0.049540,0.051462,0.997442
24.315636, 7.459031, 0.101435, 0.860209, 0.165595, 0.900000,-0.002538,0.049061,0.050637,0.997508
25.193446, 7.548538, 0.099575, 0.876340, 0.067366, 0.900000,-0.002580,0.049740,0.049710,0.997521
26.007697, 7.629073, 0.104426, 0.827771, 0.316233, 0.900000,-0.002615,0.047840,0.052135,0.997490
26.869291, 7.720634, 0.106307, 0.882669, 0.470834, 0.900000,-0.002656,0.049763,0.053063,0.997347
27.742482, 7.813926, 0.103568, 0.865055, 0.333443, 0.900000,-0.002672,0.049718,0.051701,0.997421
28.670962, 7.910618, 0.098048, 0.905414, 0.050591, 0.900000,-0.002811,0.050915,0.048957,0.997498
29.563271, 7.998504, 0.094431, 0.866974, -0.167922, 0.900000,-0.002644,0.050293,0.047151,0.997617
30.378507, 8.075646, 0.093126, 0.853874, -0.265562, 0.900000,-0.002476,0.049716,0.046496,0.997677
31.232005, 8.155104, 0.093255, 0.863669, -0.271805, 0.900000,-0.002379,0.049825,0.046555,0.997670
32.155909, 8.241401, 0.094305, 0.879519, -0.229233, 0.900000,-0.002383,0.050513,0.047075,0.997611
32.924176, 8.314070, 0.095381, 0.861443, -0.173708, 0.900000,-0.002346,0.049659,0.047612,0.997628
33.899584, 8.407959, 0.095906, 0.924289, -0.138657, 0.900000,-0.002526,0.051506,0.047874,0.997521
34.728757, 8.487332, 0.094562, 0.869020, -0.238884, 0.900000,-0.002462,0.049995,0.047209,0.997630
35.657787, 8.575362, 0.093241, 0.873772, -0.316439, 0.900000,-0.002758,0.050447,0.046564,0.997637
36.499526, 8.653320, 0.093827, 0.830100, -0.329803, 0.900000,-0.002395,0.049013,0.046844,0.997696
37.331665, 8.731577, 0.095526, 0.916257, -0.248440, 0.900000,-0.002444,0.051317,0.047681,0.997541
38.240053, 8.818667, 0.096838, 0.880675, -0.187937, 0.900000,-0.002431,0.050874,0.048336,0.997532
39.118120, 8.903611, 0.098944, 0.886336, -0.093507, 0.900000,-0.002371,0.050707,0.049381,0.997489
40.008496, 8.992080, 0.101054, 0.893821, 0.026436, 0.900000,-0.002456,0.051080,0.050433,0.997417
40.857753, 9.077987, 0.102287, 0.829366, 0.098032, 0.900000,-0.002390,0.049054,0.051054,0.997488
41.699455, 9.164405, 0.103009, 0.877742, 0.152749, 0.900000,-0.002500,0.049917,0.051414,0.997426
42.608505, 9.258738, 0.100511, 0.892733, 0.044119, 0.900000,-0.002728,0.051200,0.050176,0.997423
43.466175, 9.344999, 0.098360, 0.864048, -0.084239, 0.900000,-0.002631,0.050027,0.049107,0.997536
44.333840, 9.430488, 0.094984, 0.885572, -0.289313, 0.900000,-0.002628,0.050421,0.047425,0.997598
45.209652, 9.513671, 0.094183, 0.863970, -30.000000, 0.900000,-0.002483,0.050094,0.047021,0.997634
46.033329, 9.584369, 0.101002, 0.796710, -30.000000, 0.900000,-0.003974,0.047683,0.050496,0.997577
46.673107, 9.627790, 0.162311, 0.678692, -30.000000, 0.900000,-0.003606,0.041404,0.081006,0.995847
47.498394, 9.733214, 0.277987, 0.866709, -30.000000, 0.900000,-0.001925,0.047402,0.138172,0.989271
48.351095, 9.954863, 0.425708, 0.838708, -30.000000, 0.900000,-0.004123,0.046962,0.210746,0.976403
49.100781, 10.265501, 0.571874, 0.821979, -30.000000, 0.900000,-0.006501,0.046194,0.281448,0.958442
49.779885, 10.660694, 0.725078, 0.834749, -30.000000, 0.900000,-0.007569,0.046273,0.353858,0.934123
50.439574, 11.198958, 0.908949, 0.860016, -30.000000, 0.900000,-0.009581,0.046492,0.438007,0.897717
50.978905, 11.836490, 1.103423, 0.805188, -28.247822, 0.900000,-0.012760,0.043759,0.523149,0.851022
51.369815, 12.560846, 1.276162, 0.833681, -19.385728, 0.900000,-0.018889,0.041719,0.594682,0.802656
51.640994, 13.396324, 1.428281, 0.862984, -11.416708, 0.900000,-0.023927,0.040052,0.653972,0.755079
51.773031, 14.212519, 1.537245, 0.869975, -5.028637, 0.900000,-0.027525,0.038561,0.694128,0.718291
51.807457, 15.083703, 1.615445, 0.883533, -0.562676, 0.900000,-0.030945,0.036726,0.721711,0.690527
51.769750, 15.978154, 1.658998, 0.892269, 1.986282, 0.900000,-0.033811,0.035804,0.736579,0.674556
